x,y
10,9.183918299273277E-6
20,1.0216433787097743E-6
30,2.6142139435336347E-6
40,1.1599137706585746E-6
50,2.4147930443537467E-6
60,1.3899233151109664E-6
70,3.528891629747034E-7
80,4.844968421870314E-6
90,1.4039679063104946E-6
100,2.8916740703309887E-6
