x,y
10,8.210740609126499E-6
20,2.18065022115622E-6
30,7.868447962125446E-6
40,6.195318863887775E-6
50,1.7203224278318639E-6
60,6.291412398803207E-7
70,4.511803797996829E-6
80,1.565602882972594E-6
90,1.4867142379602996E-6
100,2.997967027460765E-6
