x,y
10,3.800524660615259E-5
20,4.431335356403963E-6
30,3.591733615018921E-5
40,2.7553385737203708E-6
50,4.005573812880559E-5
60,1.0596804287510686E-5
70,6.712412802984097E-6
80,5.902019686614851E-6
90,5.639548887378483E-5
100,4.265985273226619E-5
